,first_name,last_name,pesel,address,phone_number,email,disease,place
490,Leonard,Waniek,20330276884,"Gdańsk, ul. Mariacka 113",722 191 978,rroj@example.com,nadciśnienie,Poradania rodzinna
491,Ewa,Lulek,12714284337,"Gdańsk, ul. Świętojańska 10",+48 571 418 564,owywial@example.net,choroba serca,OpoMed
492,Tadeusz,Grześków,18321614747,"Gdańsk, ul. Długa 124",739 351 743,miloszkarpeta@example.com,nadciśnienie,NZOZ Glińskiego
493,Nataniel,Rubacha,60147447521,"Gdańsk, ul. Podwale Staromiejskie 74",882 661 367,rsztuba@example.net,reumatyzm,Poradania rodzinna
494,Tadeusz,Płoskonka,70626760875,"Gdańsk, ul. Podwale Staromiejskie 2",503 480 326,ldruszcz@example.com,cukrzyca,Poradania rodzinna
495,Tymon,Tywoniuk,84163198424,"Gdańsk, ul. Kartuska 97",572 182 788,wmiasik@example.com,grypa,NZOZ Glińskiego
496,Mikołaj,Pich,78483712299,"Gdańsk, ul. Długa 64",533 316 890,olaf76@example.com,cukrzyca,NZOZ Glińskiego
497,Adrianna,Kloska,79613802529,"Gdańsk, ul. Kartuska 6",+48 661 422 387,olgierdmilej@example.org,nadciśnienie,Miła Przychodnia
498,Jerzy,Gasz,9094956860,"Gdańsk, ul. Podwale Staromiejskie 57",+48 784 297 405,kolarzleonard@example.org,cukrzyca,NZOZ Glińskiego
499,Andrzej,Wójs,3685894151,"Gdańsk, ul. Mariacka 117",786 586 242,liwiazwara@example.com,grypa,Poradania rodzinna
500,Blanka,Mesjasz,53934590429,"Gdańsk, ul. Wały Jagiellońskie 122",516 321 206,justyna60@example.com,nowotwór,Poradania rodzinna
501,Arkadiusz,Damps,48400215115,"Gdańsk, ul. Kartuska 100",+48 887 137 978,norbertdrygas@example.net,zapalenie płuc,OpoMed
502,Stanisław,Zioła,18975467026,"Gdańsk, ul. Długa 120",791 895 208,adrian29@example.com,cukrzyca,Poradania rodzinna
503,Olga,Smal,90544675319,"Gdańsk, ul. Wały Jagiellońskie 92",+48 515 935 925,ddeptuch@example.org,cukrzyca,Poradania rodzinna
504,Radosław,Langiewicz,66224212854,"Gdańsk, ul. Mariacka 108",+48 660 084 217,maksymiliankurzydlo@example.com,choroba serca,Poradania rodzinna
505,Julian,Siekierka,97785848212,"Gdańsk, ul. Wały Jagiellońskie 28",+48 881 411 271,skieszek@example.com,nowotwór,Medovec
506,Kornel,Łachut,46659565128,"Gdańsk, ul. Wały Jagiellońskie 10",+48 32 636 64 28,tymonaraszkiewicz@example.org,zapalenie płuc,Medovec
507,Przemysław,Maślach,80513719898,"Gdańsk, ul. Podwale Staromiejskie 32",22 937 09 78,konstanty38@example.net,nadciśnienie,Centrum Medyczne
508,Julian,Tofil,73751553738,"Gdańsk, ul. Długa 70",+48 784 731 246,gabrielkunc@example.org,nowotwór,Centrum Medyczne
509,Piotr,Koronkiewicz,63927225742,"Gdańsk, ul. Kartuska 40",572 760 017,krystyna39@example.com,grypa,Miła Przychodnia
510,Olga,Sajnóg,24972694499,"Gdańsk, ul. Kartuska 147",32 329 75 16,monika01@example.org,zapalenie płuc,Medovec
511,Damian,Pruchnik,59545451051,"Gdańsk, ul. Długa 55",+48 500 830 303,maksweremczuk@example.net,nowotwór,OpoMed
512,Mateusz,Mroczko,14433020806,"Gdańsk, ul. Długa 6",+48 600 548 904,chadajkarina@example.net,choroba serca,Miła Przychodnia
513,Marcin,Block,80001545220,"Gdańsk, ul. Świętojańska 35",+48 570 352 606,dagmararudowicz@example.net,nowotwór,Medovec
514,Marcelina,Koperek,93312885706,"Gdańsk, ul. Podwale Staromiejskie 129",722 786 797,tobiasz41@example.com,grypa,Poradania rodzinna
515,Maciej,Czosnyka,78978176905,"Gdańsk, ul. Długa 135",+48 724 526 146,julita35@example.org,choroba serca,Poradania rodzinna
516,Anastazja,Szmalec,44581321405,"Gdańsk, ul. Podwale Staromiejskie 20",+48 605 639 062,szymonmikus@example.net,astma,OpoMed
517,Marek,Pielach,20954325608,"Gdańsk, ul. Wały Jagiellońskie 51",782 586 123,leonard68@example.net,cukrzyca,Poradania rodzinna
518,Stefan,Królikiewicz,84238198703,"Gdańsk, ul. Długa 8",+48 723 047 494,juliannachuchla@example.com,cukrzyca,Centrum Medyczne
519,Rozalia,Plona,25206254196,"Gdańsk, ul. Podwale Staromiejskie 28",+48 699 590 049,jakub32@example.net,cukrzyca,NZOZ Glińskiego
520,Jerzy,Marach,99858204040,"Gdańsk, ul. Kartuska 81",+48 886 458 181,maurycywarczak@example.com,nadciśnienie,Miła Przychodnia
521,Aleksander,Bakalarczyk,66410168457,"Gdańsk, ul. Podwale Staromiejskie 77",793 862 571,onawrotek@example.com,choroba serca,OpoMed
522,Wiktor,Ogrodowicz,97798939470,"Gdańsk, ul. Kartuska 113",739 457 175,maciej78@example.com,choroba serca,OpoMed
523,Aleksander,Podgórny,75426642334,"Gdańsk, ul. Mariacka 140",538 872 014,kacperhelman@example.org,nadciśnienie,NZOZ Glińskiego
524,Elżbieta,Tymczyszyn,24874895512,"Gdańsk, ul. Długa 41",+48 518 861 520,hplewnia@example.net,astma,NZOZ Glińskiego
525,Jeremi,Mysior,47863718613,"Gdańsk, ul. Podwale Staromiejskie 147",+48 692 852 237,wodkakonrad@example.org,reumatyzm,NZOZ Glińskiego
526,Olaf,Olearczyk,23012356149,"Gdańsk, ul. Świętojańska 48",+48 22 348 86 27,monika09@example.org,nadciśnienie,Medovec
527,Tymoteusz,Januszewicz,51855823376,"Gdańsk, ul. Kartuska 30",+48 512 234 154,lidia13@example.com,astma,NZOZ Glińskiego
528,Konrad,Baster,74709510083,"Gdańsk, ul. Wały Jagiellońskie 23",+48 794 282 765,kazimierz66@example.com,nadciśnienie,Miła Przychodnia
529,Rafał,Jamroży,34283468957,"Gdańsk, ul. Kartuska 113",+48 666 445 413,majosmaurycy@example.com,nadciśnienie,Miła Przychodnia
530,Leonard,Kawiak,31329236586,"Gdańsk, ul. Wały Jagiellońskie 27",+48 22 737 38 83,jmegger@example.net,grypa,NZOZ Glińskiego
531,Tomasz,Wziątek,60500119849,"Gdańsk, ul. Mariacka 107",577 759 083,aureliaburzawa@example.com,choroba serca,NZOZ Glińskiego
532,Leon,Ulrych,12495396036,"Gdańsk, ul. Kartuska 10",+48 795 901 143,tonderaaleksander@example.com,nadciśnienie,Poradania rodzinna
533,Mieszko,Stoltman,38520923790,"Gdańsk, ul. Mariacka 109",503 435 889,amanowiczandrzej@example.net,astma,Centrum Medyczne
534,Janina,Długajczyk,19336190962,"Gdańsk, ul. Mariacka 49",22 938 43 79,niesciorukfabian@example.net,grypa,OpoMed
535,Albert,Grzejszczak,4527281437,"Gdańsk, ul. Kartuska 114",608 244 359,robertkidon@example.net,choroba serca,Miła Przychodnia
536,Aniela,Piwek,56122051889,"Gdańsk, ul. Podwale Staromiejskie 141",579 115 468,tobiasznyc@example.org,nowotwór,Poradania rodzinna
537,Mieszko,Lichoń,94923051415,"Gdańsk, ul. Długa 37",+48 727 100 870,olaf44@example.com,choroba serca,NZOZ Glińskiego
538,Rafał,Kupidura,74372755665,"Gdańsk, ul. Wały Jagiellońskie 93",786 638 827,ehubert@example.net,grypa,OpoMed
539,Tymon,Łasak,46007870338,"Gdańsk, ul. Mariacka 96",+48 504 406 435,kbazela@example.com,nowotwór,NZOZ Glińskiego
540,Franciszek,Smykała,99605097477,"Gdańsk, ul. Wały Jagiellońskie 77",+48 531 852 756,bielasmarcelina@example.com,grypa,NZOZ Glińskiego
541,Tadeusz,Ulrych,36800214536,"Gdańsk, ul. Kartuska 37",507 042 720,gkalista@example.org,choroba serca,Centrum Medyczne
542,Marika,Piestrzeniewicz,11228098102,"Gdańsk, ul. Długa 42",729 685 728,jgozdur@example.com,reumatyzm,Miła Przychodnia
543,Julita,Roszkiewicz,92613055373,"Gdańsk, ul. Wały Jagiellońskie 69",+48 574 300 336,dykatymoteusz@example.com,reumatyzm,Centrum Medyczne
544,Dawid,Domka,75470444034,"Gdańsk, ul. Wały Jagiellońskie 68",+48 724 018 650,knysakanastazja@example.net,reumatyzm,Centrum Medyczne
545,Marika,Oskroba,56444398763,"Gdańsk, ul. Kartuska 107",+48 738 523 356,jan93@example.org,nowotwór,NZOZ Glińskiego
546,Ryszard,Brach,29774908090,"Gdańsk, ul. Świętojańska 81",887 372 092,midurajulita@example.com,zapalenie płuc,Miła Przychodnia
547,Julita,Pawełko,24391417972,"Gdańsk, ul. Świętojańska 49",+48 732 946 917,sudakalan@example.com,zapalenie płuc,Poradania rodzinna
548,Mieszko,Krzyśków,35688954050,"Gdańsk, ul. Wały Jagiellońskie 44",+48 22 356 70 98,gchomiuk@example.com,nadciśnienie,Medovec
549,Kamil,Borzych,31762736422,"Gdańsk, ul. Świętojańska 35",572 714 531,patrykjachimczyk@example.com,reumatyzm,NZOZ Glińskiego
550,Dariusz,Sereda,2993543750,"Gdańsk, ul. Kartuska 76",539 383 292,iwo23@example.net,grypa,OpoMed
551,Nicole,Olchawa,46497413301,"Gdańsk, ul. Świętojańska 20",698 068 621,gwendt@example.com,zapalenie płuc,Centrum Medyczne
552,Elżbieta,Anioła,15880865527,"Gdańsk, ul. Długa 136",+48 22 004 33 11,maks61@example.net,zapalenie płuc,Poradania rodzinna
553,Wiktor,Hajduga,91001156439,"Gdańsk, ul. Świętojańska 144",+48 22 840 72 82,maksymiliangroth@example.org,reumatyzm,NZOZ Glińskiego
554,Albert,Hus,68744240533,"Gdańsk, ul. Świętojańska 132",503 650 083,gslipek@example.com,choroba serca,Centrum Medyczne
555,Juliusz,Kieca,2625975939,"Gdańsk, ul. Wały Jagiellońskie 113",507 424 173,lisonpiotr@example.com,astma,Poradania rodzinna
556,Marianna,Bazydło,10368777997,"Gdańsk, ul. Długa 16",570 602 040,mikszamikolaj@example.com,zapalenie płuc,Centrum Medyczne
557,Ewelina,Jakóbiak,56675794566,"Gdańsk, ul. Mariacka 88",696 670 594,irozumek@example.net,choroba serca,NZOZ Glińskiego
558,Maks,Majorek,21532654020,"Gdańsk, ul. Mariacka 60",+48 32 996 56 31,ldrewniok@example.com,grypa,Miła Przychodnia
559,Cezary,Suchta,26666412502,"Gdańsk, ul. Mariacka 136",+48 668 396 863,gofiara@example.org,zapalenie płuc,Miła Przychodnia
560,Maksymilian,Budkiewicz,66975528468,"Gdańsk, ul. Kartuska 122",+48 517 816 031,egendek@example.com,choroba serca,OpoMed
561,Damian,Pasiut,23435450356,"Gdańsk, ul. Kartuska 13",785 660 437,elzbieta37@example.net,reumatyzm,Centrum Medyczne
562,Jakub,Łągiewka,47971372127,"Gdańsk, ul. Świętojańska 52",698 311 565,zfoit@example.com,choroba serca,Miła Przychodnia
563,Adrianna,Bejger,50987905206,"Gdańsk, ul. Świętojańska 73",32 206 93 91,shennig@example.org,zapalenie płuc,Miła Przychodnia
564,Maurycy,Smalec,80667618844,"Gdańsk, ul. Długa 65",+48 22 129 21 18,fryderyk90@example.com,nowotwór,Medovec
565,Olga,Zagrodnik,31035781116,"Gdańsk, ul. Świętojańska 71",+48 728 182 150,nierodabartek@example.net,nowotwór,Centrum Medyczne
566,Krystyna,Mućka,88815791395,"Gdańsk, ul. Kartuska 25",+48 531 421 224,wpoczatek@example.org,cukrzyca,OpoMed
567,Rozalia,Osik,67601553643,"Gdańsk, ul. Wały Jagiellońskie 145",795 543 023,witkowiczpatryk@example.com,grypa,Centrum Medyczne
568,Tymon,Zapiór,45261660001,"Gdańsk, ul. Długa 58",726 705 589,bartek86@example.com,cukrzyca,Centrum Medyczne
569,Maksymilian,Kordys,1752064536,"Gdańsk, ul. Świętojańska 148",514 016 100,ksawerypianka@example.org,reumatyzm,Medovec
570,Bartek,Paluszak,48611170623,"Gdańsk, ul. Świętojańska 137",726 195 932,wkryk@example.org,grypa,NZOZ Glińskiego
571,Anastazja,Wesoła,18265474034,"Gdańsk, ul. Mariacka 117",+48 22 440 31 86,jwalesa@example.com,choroba serca,NZOZ Glińskiego
572,Blanka,Rabiej,61942776842,"Gdańsk, ul. Podwale Staromiejskie 49",+48 736 041 987,leonard65@example.com,grypa,NZOZ Glińskiego
573,Tobiasz,Borysiak,75405610255,"Gdańsk, ul. Podwale Staromiejskie 34",+48 730 449 722,agnieszkabajak@example.net,nadciśnienie,NZOZ Glińskiego
574,Dagmara,Fijałek,91253289428,"Gdańsk, ul. Świętojańska 23",697 261 565,dtyniec@example.com,zapalenie płuc,Medovec
575,Natasza,Drewicz,45236313764,"Gdańsk, ul. Mariacka 78",786 294 400,juliusz32@example.net,nowotwór,OpoMed
576,Dominik,Herda,28995805302,"Gdańsk, ul. Mariacka 62",579 402 560,zaniewiczkrystian@example.net,nadciśnienie,Poradania rodzinna
577,Wojciech,Niksa,10073616491,"Gdańsk, ul. Długa 94",+48 511 347 854,vgradek@example.com,grypa,OpoMed
578,Józef,Kazana,82408788820,"Gdańsk, ul. Podwale Staromiejskie 43",+48 609 554 802,pietruseryk@example.net,cukrzyca,Medovec
579,Justyna,Bejger,94420061724,"Gdańsk, ul. Kartuska 148",694 252 228,tola52@example.net,astma,OpoMed
580,Juliusz,Penkala,79804606783,"Gdańsk, ul. Podwale Staromiejskie 84",+48 577 909 746,robert73@example.com,nadciśnienie,NZOZ Glińskiego
581,Eryk,Araszkiewicz,444049795,"Gdańsk, ul. Długa 67",+48 690 194 733,rafallabocha@example.org,choroba serca,Centrum Medyczne
582,Sandra,Bryda,90093485057,"Gdańsk, ul. Wały Jagiellońskie 46",+48 788 941 372,gelsner@example.net,cukrzyca,Miła Przychodnia
583,Bartek,Otremba,38305128649,"Gdańsk, ul. Podwale Staromiejskie 108",+48 799 397 968,cezary44@example.org,reumatyzm,NZOZ Glińskiego
584,Urszula,Myk,85770700530,"Gdańsk, ul. Podwale Staromiejskie 68",+48 730 593 971,kielichkrystyna@example.org,reumatyzm,Medovec
585,Adrian,Ostasz,75763712442,"Gdańsk, ul. Kartuska 38",517 215 707,melaniachwedczuk@example.com,nadciśnienie,Poradania rodzinna
586,Adam,Szałata,67759471975,"Gdańsk, ul. Kartuska 136",786 271 789,sebastianderylo@example.com,grypa,Miła Przychodnia
587,Tymoteusz,Tylek,80366583241,"Gdańsk, ul. Kartuska 6",+48 502 782 135,rozaliaszczepaniec@example.org,nadciśnienie,Poradania rodzinna
588,Anita,Wołk,19200511967,"Gdańsk, ul. Podwale Staromiejskie 81",606 244 414,woronkorobert@example.com,grypa,Medovec
589,Grzegorz,Janowiak,56070552633,"Gdańsk, ul. Kartuska 130",22 306 20 47,kacper76@example.org,zapalenie płuc,NZOZ Glińskiego
590,Kazimierz,Olko,29910116518,"Gdańsk, ul. Świętojańska 64",+48 733 557 791,borys31@example.org,choroba serca,OpoMed
591,Jerzy,Kotala,81242608237,"Gdańsk, ul. Świętojańska 5",+48 22 241 25 28,aureliabuczma@example.org,reumatyzm,Medovec
592,Aleksander,Łaskawiec,71806565472,"Gdańsk, ul. Mariacka 141",509 636 480,ewelinapoczatek@example.com,cukrzyca,OpoMed
593,Janina,Bona,15342646109,"Gdańsk, ul. Mariacka 141",+48 726 101 219,pizondaniel@example.net,reumatyzm,NZOZ Glińskiego
594,Mateusz,Aleksandrzak,5494360562,"Gdańsk, ul. Podwale Staromiejskie 4",+48 887 836 343,stefanpietrasiak@example.org,choroba serca,Poradania rodzinna
595,Maks,Strug,289373746,"Gdańsk, ul. Mariacka 19",+48 661 636 542,bstas@example.com,zapalenie płuc,NZOZ Glińskiego
596,Aleks,Langier,29834828678,"Gdańsk, ul. Wały Jagiellońskie 55",32 678 16 06,nikodem15@example.com,zapalenie płuc,Miła Przychodnia
597,Witold,Nowotka,71788753164,"Gdańsk, ul. Podwale Staromiejskie 68",+48 510 860 837,justyna43@example.org,zapalenie płuc,Centrum Medyczne
598,Leon,Kukuczka,13709936073,"Gdańsk, ul. Wały Jagiellońskie 77",573 413 677,marcelinastapor@example.org,cukrzyca,Centrum Medyczne
599,Gaja,Sośniak,69394740962,"Gdańsk, ul. Mariacka 140",+48 728 833 148,filip14@example.org,cukrzyca,Miła Przychodnia
600,Marcelina,Ziętal,36376710273,"Gdańsk, ul. Wały Jagiellońskie 79",732 630 992,krystyna53@example.net,zapalenie płuc,OpoMed
601,Apolonia,Słabosz,73489811004,"Gdańsk, ul. Podwale Staromiejskie 20",783 786 689,jozefskrobek@example.com,reumatyzm,NZOZ Glińskiego
602,Norbert,Piguła,12326770372,"Gdańsk, ul. Długa 18",+48 22 722 00 90,alancheba@example.org,choroba serca,Centrum Medyczne
603,Kajetan,Hadała,26245900449,"Gdańsk, ul. Długa 75",883 501 267,idzinataniel@example.net,choroba serca,NZOZ Glińskiego
604,Mariusz,Piersa,69496967574,"Gdańsk, ul. Podwale Staromiejskie 56",+48 731 571 361,dorotaflisek@example.org,astma,Centrum Medyczne
605,Maks,Makurat,5750325241,"Gdańsk, ul. Kartuska 48",884 282 548,tobiasz45@example.org,cukrzyca,Medovec
606,Ewelina,Trochimiuk,36163306860,"Gdańsk, ul. Mariacka 2",+48 780 785 238,kolataelzbieta@example.org,grypa,Poradania rodzinna
607,Eliza,Adamaszek,16116268412,"Gdańsk, ul. Długa 10",+48 534 414 195,maurycy18@example.net,nowotwór,Centrum Medyczne
608,Marika,Kopa,92432029386,"Gdańsk, ul. Wały Jagiellońskie 37",571 450 728,olgakudela@example.org,choroba serca,Medovec
609,Ada,Gwardiak,24243373027,"Gdańsk, ul. Kartuska 103",+48 888 481 621,januszewiczanna-maria@example.org,zapalenie płuc,Poradania rodzinna
610,Aleks,Matela,4415120175,"Gdańsk, ul. Mariacka 63",+48 791 619 028,janwindak@example.org,zapalenie płuc,Centrum Medyczne
611,Aniela,Ćmiel,66272078804,"Gdańsk, ul. Kartuska 2",+48 517 889 679,kojderhubert@example.com,reumatyzm,NZOZ Glińskiego
612,Witold,Dzwonnik,27297213011,"Gdańsk, ul. Mariacka 136",574 239 061,celuchklara@example.org,nadciśnienie,Poradania rodzinna
613,Justyna,Jasnoch,28747962023,"Gdańsk, ul. Świętojańska 96",+48 785 081 080,vellwart@example.net,reumatyzm,OpoMed
614,Dagmara,Idzi,2157910749,"Gdańsk, ul. Świętojańska 30",+48 516 227 429,jeremi78@example.org,grypa,Medovec
615,Piotr,Domka,5981547713,"Gdańsk, ul. Długa 28",+48 698 979 676,kornelia16@example.org,choroba serca,NZOZ Glińskiego
616,Janina,Świerkosz,40644995935,"Gdańsk, ul. Mariacka 64",780 511 897,hubertlelito@example.net,nadciśnienie,Centrum Medyczne
617,Jacek,Hnat,75976045953,"Gdańsk, ul. Kartuska 90",+48 32 628 57 18,gabriel81@example.net,nadciśnienie,OpoMed
618,Daniel,Klęczar,74165260685,"Gdańsk, ul. Mariacka 11",+48 530 535 305,szelestmarek@example.net,nadciśnienie,Poradania rodzinna
619,Kornelia,Imiela,6880766054,"Gdańsk, ul. Mariacka 61",+48 532 681 866,oskargabrych@example.org,nadciśnienie,Centrum Medyczne
620,Antoni,Bieleń,89989481144,"Gdańsk, ul. Kartuska 73",738 351 973,zbujko@example.org,nowotwór,Poradania rodzinna
621,Daniel,Kamela,51215648265,"Gdańsk, ul. Mariacka 144",+48 516 192 652,dbrudny@example.org,grypa,OpoMed
622,Sandra,Jędra,24167208950,"Gdańsk, ul. Wały Jagiellońskie 1",32 172 53 82,tpasierbek@example.com,grypa,NZOZ Glińskiego
623,Justyna,Pysz,35817954587,"Gdańsk, ul. Podwale Staromiejskie 105",531 813 093,patoladaniel@example.net,nowotwór,NZOZ Glińskiego
624,Sandra,Jargiło,26361933491,"Gdańsk, ul. Mariacka 13",+48 22 967 25 28,lwilma@example.org,cukrzyca,OpoMed
625,Błażej,Szambelan,50015268476,"Gdańsk, ul. Długa 25",+48 603 081 406,azmarzly@example.org,choroba serca,Poradania rodzinna
626,Kornelia,Pinda,25743308383,"Gdańsk, ul. Długa 39",577 187 446,sadlakalex@example.net,reumatyzm,Medovec
627,Melania,Żurawik,3459483058,"Gdańsk, ul. Mariacka 1",+48 732 616 899,mgalon@example.net,zapalenie płuc,Medovec
628,Miłosz,Balik,36964311695,"Gdańsk, ul. Długa 83",+48 22 369 53 10,bruzdamilosz@example.org,choroba serca,NZOZ Glińskiego
629,Dominik,Ziemann,5835653827,"Gdańsk, ul. Podwale Staromiejskie 16",+48 798 392 750,dariuszwojtera@example.org,nadciśnienie,OpoMed
630,Mieszko,Zaucha,58266998617,"Gdańsk, ul. Długa 17",513 028 909,ignacyzlotnik@example.com,choroba serca,Miła Przychodnia
631,Dominik,Monkiewicz,89625288006,"Gdańsk, ul. Świętojańska 126",+48 691 842 396,gwizdeksara@example.net,astma,Centrum Medyczne
632,Norbert,Wlaźlak,26540865887,"Gdańsk, ul. Podwale Staromiejskie 4",+48 738 702 116,obuchowiczernest@example.net,nowotwór,Centrum Medyczne
633,Karol,Glegoła,96323821726,"Gdańsk, ul. Wały Jagiellońskie 82",784 588 167,andrzej57@example.org,zapalenie płuc,Centrum Medyczne
634,Ernest,Sadłocha,70087491014,"Gdańsk, ul. Kartuska 58",882 321 779,liwiarozum@example.net,choroba serca,Centrum Medyczne
635,Stanisław,Konstanty,94410909246,"Gdańsk, ul. Świętojańska 144",663 673 765,zegarbruno@example.net,reumatyzm,NZOZ Glińskiego
636,Leonard,Zinkiewicz,89145775814,"Gdańsk, ul. Długa 70",+48 729 490 215,tszuta@example.com,choroba serca,Centrum Medyczne
637,Sandra,Drop,29747830460,"Gdańsk, ul. Mariacka 98",730 332 170,fabianzagrajek@example.com,choroba serca,Centrum Medyczne
638,Jerzy,Jarczyk,18563136204,"Gdańsk, ul. Świętojańska 99",516 975 084,wstaniczek@example.com,zapalenie płuc,Poradania rodzinna
639,Elżbieta,Wojtaszak,21040623154,"Gdańsk, ul. Mariacka 18",607 233 485,jeremi79@example.net,zapalenie płuc,NZOZ Glińskiego
640,Maurycy,Posmyk,28217824714,"Gdańsk, ul. Podwale Staromiejskie 137",22 026 30 08,oczuj@example.com,zapalenie płuc,Medovec
641,Fryderyk,Jędrak,63257380261,"Gdańsk, ul. Długa 14",603 081 728,elizapogorzelec@example.org,reumatyzm,Medovec
642,Aleks,Chlebda,34133130468,"Gdańsk, ul. Długa 78",32 542 09 93,mikolaj52@example.net,nowotwór,Poradania rodzinna
643,Wiktor,Bakun,76769634825,"Gdańsk, ul. Wały Jagiellońskie 70",22 713 89 23,blazejsaj@example.net,astma,OpoMed
644,Anna Maria,Pawliszyn,5524882776,"Gdańsk, ul. Wały Jagiellońskie 144",+48 799 127 000,tymoteuszkordys@example.org,astma,Medovec
645,Aleks,Lenik,4584560877,"Gdańsk, ul. Kartuska 57",+48 888 937 389,dklama@example.net,astma,OpoMed
646,Fabian,Wydmuch,62801725573,"Gdańsk, ul. Podwale Staromiejskie 40",572 578 893,tmlynarz@example.net,reumatyzm,OpoMed
647,Jacek,Manista,63254640722,"Gdańsk, ul. Świętojańska 111",+48 608 823 899,knysakrozalia@example.net,nadciśnienie,Medovec
648,Adam,Kopciuch,14160602813,"Gdańsk, ul. Wały Jagiellońskie 104",725 256 670,blanka39@example.org,cukrzyca,Poradania rodzinna
649,Kacper,Świć,61291930351,"Gdańsk, ul. Kartuska 58",+48 792 988 739,cydzikrozalia@example.com,nadciśnienie,OpoMed
650,Oliwier,Stempel,80345618855,"Gdańsk, ul. Wały Jagiellońskie 67",+48 604 378 444,maurycy41@example.org,nadciśnienie,NZOZ Glińskiego
651,Olgierd,Watras,76413285120,"Gdańsk, ul. Wały Jagiellońskie 34",+48 663 347 828,hmikiciuk@example.com,choroba serca,Poradania rodzinna
652,Natasza,Grabara,86791915083,"Gdańsk, ul. Świętojańska 103",+48 781 688 545,fryderykkara@example.org,astma,OpoMed
653,Paweł,Broś,15963921402,"Gdańsk, ul. Wały Jagiellońskie 41",+48 538 431 819,mateuszrembisz@example.org,reumatyzm,Poradania rodzinna
654,Hubert,Ragus,47837152757,"Gdańsk, ul. Podwale Staromiejskie 9",+48 781 522 360,nikodem96@example.org,nowotwór,NZOZ Glińskiego
655,Tobiasz,Śledzik,92142911137,"Gdańsk, ul. Kartuska 107",+48 505 837 794,gajagodzwon@example.com,nadciśnienie,NZOZ Glińskiego
656,Nicole,Szczerbiak,6453634638,"Gdańsk, ul. Podwale Staromiejskie 22",22 200 09 28,rozalia56@example.com,nowotwór,OpoMed
657,Ida,Sierżant,80461186411,"Gdańsk, ul. Podwale Staromiejskie 58",579 404 432,egajzler@example.com,grypa,Miła Przychodnia
658,Kacper,Gryga,73877498001,"Gdańsk, ul. Kartuska 119",+48 538 761 449,jmaliglowka@example.net,reumatyzm,Poradania rodzinna
659,Daniel,Działo,1089459310,"Gdańsk, ul. Mariacka 147",720 706 567,rafal25@example.com,nowotwór,OpoMed
660,Robert,Żelasko,4226187978,"Gdańsk, ul. Kartuska 85",+48 32 748 33 54,ficneradam@example.net,zapalenie płuc,Miła Przychodnia
661,Wiktor,Ciołczyk,46476338485,"Gdańsk, ul. Podwale Staromiejskie 29",+48 738 780 208,dmalyszek@example.org,nadciśnienie,Medovec
662,Malwina,Gogół,94277178703,"Gdańsk, ul. Podwale Staromiejskie 119",+48 885 133 899,lukaszjaniga@example.org,astma,Miła Przychodnia
663,Antoni,Zięciak,57944485075,"Gdańsk, ul. Mariacka 103",+48 601 757 717,witoldbobrowicz@example.com,nadciśnienie,Centrum Medyczne
664,Miłosz,Szeszko,43866294739,"Gdańsk, ul. Wały Jagiellońskie 4",536 779 374,julianna15@example.com,reumatyzm,Centrum Medyczne
665,Maciej,Mulawa,61150188692,"Gdańsk, ul. Długa 61",+48 794 675 253,witold31@example.com,grypa,Centrum Medyczne
666,Julianna,Letkiewicz,11735373985,"Gdańsk, ul. Mariacka 102",691 424 339,eliza97@example.org,nadciśnienie,Medovec
667,Eryk,Borzych,88175006797,"Gdańsk, ul. Wały Jagiellońskie 135",+48 799 281 642,maksymilian02@example.net,zapalenie płuc,NZOZ Glińskiego
668,Bartek,Wiercigroch,52179367506,"Gdańsk, ul. Wały Jagiellońskie 10",+48 512 006 504,gluszkonatasza@example.net,astma,Poradania rodzinna
669,Cyprian,Dela,62333484069,"Gdańsk, ul. Podwale Staromiejskie 84",22 365 13 39,jereczeknatan@example.net,reumatyzm,Medovec
670,Adrianna,Achtelik,26612573365,"Gdańsk, ul. Świętojańska 46",+48 535 059 562,nlitwinowicz@example.com,zapalenie płuc,Medovec
671,Leonard,Czochara,61417041729,"Gdańsk, ul. Świętojańska 10",+48 791 500 790,grzeniaolaf@example.com,choroba serca,Medovec
672,Przemysław,Tylus,67504707615,"Gdańsk, ul. Świętojańska 85",+48 22 998 32 50,skupkazimierz@example.net,cukrzyca,NZOZ Glińskiego
673,Nicole,Jakóbiak,92805905689,"Gdańsk, ul. Mariacka 56",+48 514 240 655,plakmaurycy@example.net,grypa,Poradania rodzinna
674,Jacek,Powała,81993256198,"Gdańsk, ul. Długa 34",888 533 886,nicolejoszko@example.net,reumatyzm,NZOZ Glińskiego
675,Wiktor,Skoneczna,74913637906,"Gdańsk, ul. Mariacka 84",732 247 180,andrzejbrachaczek@example.org,astma,Poradania rodzinna
676,Kajetan,Skrzecz,41339152963,"Gdańsk, ul. Kartuska 97",+48 538 942 003,jkiepura@example.net,nowotwór,Miła Przychodnia
677,Aniela,Kasak,74763316292,"Gdańsk, ul. Kartuska 71",609 343 296,nitekartur@example.com,nowotwór,Poradania rodzinna
678,Józef,Duras,89663036913,"Gdańsk, ul. Świętojańska 78",+48 601 480 906,nataniel63@example.net,choroba serca,OpoMed
679,Sebastian,Kulus,17314325227,"Gdańsk, ul. Świętojańska 47",+48 797 175 831,kamil93@example.org,choroba serca,Miła Przychodnia
